original,category,group_hash,new_path
tile_1205.png,building_structure,0e0d0e8e8d0c0606,building_structure/building_structure__0e0d0e8e8d0c0606__000.png
tile_0403.png,building_structure,0e0e030303030303,building_structure/building_structure__0e0e030303030303__000.png
tile_0900.png,building_structure,0e0e0e0c0c0f0f0e,building_structure/building_structure__0e0e0e0c0c0f0f0e__000.png
tile_0953.png,building_structure,0e0e0e0e06060686,building_structure/building_structure__0e0e0e0e06060686__000.png
tile_0717.png,building_structure,0e0e0e0e0e0e0e0e,building_structure/building_structure__0e0e0e0e0e0e0e0e__000.png
tile_0763.png,building_structure,0e0e0e0e0e0e0e0e,building_structure/building_structure__0e0e0e0e0e0e0e0e__001.png
tile_0925.png,building_structure,0e0e0e0e0e0f0e00,building_structure/building_structure__0e0e0e0e0e0f0e00__000.png
tile_0627.png,building_structure,0e0e0e0e0f0f0e0e,building_structure/building_structure__0e0e0e0e0f0f0e0e__000.png
tile_0672.png,building_structure,0e0e0e0f0300000e,building_structure/building_structure__0e0e0e0f0300000e__000.png
tile_0605.png,building_structure,0e0e0f0000008347,building_structure/building_structure__0e0e0f0000008347__000.png
tile_2302.png,building_structure,0e0e28282a2a2a2a,building_structure/building_structure__0e0e28282a2a2a2a__000.png
tile_0636.png,building_structure,0e0f0e0d0c0c0c0e,building_structure/building_structure__0e0f0e0d0c0c0c0e__000.png
tile_0807.png,building_structure,0e0f0f0f0f0f0e06,building_structure/building_structure__0e0f0f0f0f0f0e06__000.png
tile_1305.png,building_structure,0e0f0f0f0f0f0f0f,building_structure/building_structure__0e0f0f0f0f0f0f0f__000.png
tile_1194.png,building_structure,0e28000070717171,building_structure/building_structure__0e28000070717171__000.png
tile_0930.png,building_structure,0e8e9a0a01499b8e,building_structure/building_structure__0e8e9a0a01499b8e__000.png
tile_1343.png,building_structure,0f0f000000000000,building_structure/building_structure__0f0f000000000000__000.png
tile_1114.png,building_structure,0f0f3f331b183021,building_structure/building_structure__0f0f3f331b183021__000.png
tile_1130.png,building_structure,0f4f4f0f0f0e0600,building_structure/building_structure__0f4f4f0f0f0e0600__000.png
tile_2645.png,building_structure,100060e0e0c0c0c0,building_structure/building_structure__100060e0e0c0c0c0__000.png
tile_0997.png,building_structure,1060606070701818,building_structure/building_structure__1060606070701818__000.png
tile_0988.png,building_structure,110040ecececf0f0,building_structure/building_structure__110040ecececf0f0__000.png
tile_1518.png,building_structure,1155555555555555,building_structure/building_structure__1155555555555555__000.png
tile_1154.png,building_structure,119999999999aaea,building_structure/building_structure__119999999999aaea__000.png
tile_0901.png,building_structure,11c1c99998616111,building_structure/building_structure__11c1c99998616111__000.png
tile_0938.png,building_structure,1292929392121213,building_structure/building_structure__1292929392121213__000.png
tile_2563.png,building_structure,17072b292e3a391d,building_structure/building_structure__17072b292e3a391d__000.png
tile_0884.png,building_structure,1735353783710f0f,building_structure/building_structure__1735353783710f0f__000.png
tile_1358.png,building_structure,1818181818181818,building_structure/building_structure__1818181818181818__000.png
tile_0632.png,building_structure,18b8188058580000,building_structure/building_structure__18b8188058580000__000.png
tile_1271.png,building_structure,18f8c8c1e36787b6,building_structure/building_structure__18f8c8c1e36787b6__000.png
tile_0928.png,building_structure,191911514111381d,building_structure/building_structure__191911514111381d__000.png
tile_1299.png,building_structure,1a1a1a1a1a3aa9a2,building_structure/building_structure__1a1a1a1a1a3aa9a2__000.png
tile_0448.png,building_structure,1b19690000000000,building_structure/building_structure__1b19690000000000__000.png
tile_0767.png,building_structure,1b1c1c1c18dccecd,building_structure/building_structure__1b1c1c1c18dccecd__000.png
tile_0783.png,building_structure,1c0c060e0e1c1c1c,building_structure/building_structure__1c0c060e0e1c1c1c__000.png
tile_0396.png,building_structure,1c1c180088591393,building_structure/building_structure__1c1c180088591393__000.png
tile_0713.png,building_structure,1c1c1c1d1c1f7efc,building_structure/building_structure__1c1c1c1d1c1f7efc__000.png
tile_2299.png,building_structure,1c1c1f1f1f1f1d1d,building_structure/building_structure__1c1c1f1f1f1f1d1d__000.png
tile_0667.png,building_structure,1c1e1e1c1a16c3ec,building_structure/building_structure__1c1e1e1c1a16c3ec__000.png
tile_0893.png,building_structure,1c38706060604080,building_structure/building_structure__1c38706060604080__000.png
tile_1393.png,building_structure,1d0c0c0000200000,building_structure/building_structure__1d0c0c0000200000__000.png
tile_1399.png,building_structure,1d1d1d1d1d1c9c8c,building_structure/building_structure__1d1d1d1d1d1c9c8c__000.png
tile_1116.png,building_structure,1dfce30301e0fcff,building_structure/building_structure__1dfce30301e0fcff__000.png
tile_0036.png,building_structure,1f1e3c3f7270383b,building_structure/building_structure__1f1e3c3f7270383b__000.png
tile_1411.png,building_structure,1f3f3f3f3f3f3e3f,building_structure/building_structure__1f3f3f3f3f3f3e3f__000.png
tile_2188.png,building_structure,2000000000000000,building_structure/building_structure__2000000000000000__000.png
tile_2602.png,building_structure,20206060a0a080d0,building_structure/building_structure__20206060a0a080d0__000.png
tile_1155.png,building_structure,2060606060605050,building_structure/building_structure__2060606060605050__000.png
tile_2467.png,building_structure,20666f6c2caeaeac,building_structure/building_structure__20666f6c2caeaeac__000.png
tile_0395.png,building_structure,212141e1e1e14141,building_structure/building_structure__212141e1e1e14141__000.png
tile_0696.png,building_structure,2161e1e1e1c1c100,building_structure/building_structure__2161e1e1e1c1c100__000.png
tile_1344.png,building_structure,21a0000000000000,building_structure/building_structure__21a0000000000000__000.png
tile_1391.png,building_structure,2299990000000000,building_structure/building_structure__2299990000000000__000.png
tile_1519.png,building_structure,22a2a2a2a2a2a0a0,building_structure/building_structure__22a2a2a2a2a2a0a0__000.png
tile_1525.png,building_structure,24a7a3a3a3a3a3a3,building_structure/building_structure__24a7a3a3a3a3a3a3__000.png
tile_1003.png,building_structure,2535300632333333,building_structure/building_structure__2535300632333333__000.png
tile_1159.png,building_structure,270c9c93b323312b,building_structure/building_structure__270c9c93b323312b__000.png
tile_0889.png,building_structure,2c1c1c1d1c1c2c2c,building_structure/building_structure__2c1c1c1d1c1c2c2c__000.png
tile_0688.png,building_structure,2c1c1c5450d8d000,building_structure/building_structure__2c1c1c5450d8d000__000.png
tile_0940.png,building_structure,2ca0a0a0a8a00003,building_structure/building_structure__2ca0a0a0a8a00003__000.png
tile_2509.png,building_structure,2d2d252d256d0000,building_structure/building_structure__2d2d252d256d0000__000.png
tile_1885.png,building_structure,2f2d6ccece8f2f2d,building_structure/building_structure__2f2d6ccece8f2f2d__000.png
tile_1031.png,building_structure,2f2e0f0e0f0e0f0f,building_structure/building_structure__2f2e0f0e0f0e0f0f__000.png
tile_0678.png,building_structure,30000000e0e00003,building_structure/building_structure__30000000e0e00003__000.png
tile_2482.png,building_structure,3000100000000005,building_structure/building_structure__3000100000000005__000.png
tile_1145.png,building_structure,30303030303070f0,building_structure/building_structure__30303030303070f0__000.png
tile_1255.png,building_structure,303030ababaaaa5a,building_structure/building_structure__303030ababaaaa5a__000.png
tile_2588.png,building_structure,3030909080808090,building_structure/building_structure__3030909080808090__000.png
tile_1233.png,building_structure,31313131393d3d3e,building_structure/building_structure__31313131393d3d3e__000.png
tile_1686.png,building_structure,3139383818000003,building_structure/building_structure__3139383818000003__000.png
tile_1328.png,building_structure,313b333333000000,building_structure/building_structure__313b333333000000__000.png
tile_1390.png,building_structure,31f070f0f0c66000,building_structure/building_structure__31f070f0f0c66000__000.png
tile_0694.png,building_structure,3231313539393939,building_structure/building_structure__3231313539393939__000.png
tile_1321.png,building_structure,3332000000000000,building_structure/building_structure__3332000000000000__000.png
tile_0421.png,building_structure,333300c0c0000000,building_structure/building_structure__333300c0c0000000__000.png
tile_1340.png,building_structure,33333333ccc80000,building_structure/building_structure__33333333ccc80000__000.png
tile_1806.png,building_structure,3400706979706367,building_structure/building_structure__3400706979706367__000.png
tile_0765.png,building_structure,35353000303e3d3d,building_structure/building_structure__35353000303e3d3d__000.png
tile_0719.png,building_structure,3535320000001d3d,building_structure/building_structure__3535320000001d3d__000.png
tile_1198.png,building_structure,3626021919727d3d,building_structure/building_structure__3626021919727d3d__000.png
tile_0896.png,building_structure,3737373633333737,building_structure/building_structure__3737373633333737__000.png
tile_0947.png,building_structure,3737373773f0b4f6,building_structure/building_structure__3737373773f0b4f6__000.png
tile_0173.png,building_structure,3800000000000001,building_structure/building_structure__3800000000000001__000.png
tile_1249.png,building_structure,3800000000000303,building_structure/building_structure__3800000000000303__000.png
tile_2565.png,building_structure,3838303676f6c7c6,building_structure/building_structure__3838303676f6c7c6__000.png
tile_0345.png,building_structure,38393b3fefe0e6e7,building_structure/building_structure__38393b3fefe0e6e7__000.png
tile_2480.png,building_structure,393f3b3e3f3f3f0f,building_structure/building_structure__393f3b3e3f3f3f0f__000.png
tile_0778.png,building_structure,3a3e3f3f0e070300,building_structure/building_structure__3a3e3f3f0e070300__000.png
tile_1090.png,building_structure,3b393d3d00c9c9c9,building_structure/building_structure__3b393d3d00c9c9c9__000.png
tile_1076.png,building_structure,3b3b190000000c0c,building_structure/building_structure__3b3b190000000c0c__000.png
tile_0809.png,building_structure,3c34343438393939,building_structure/building_structure__3c34343438393939__000.png
tile_2615.png,building_structure,3c3a323332321a00,building_structure/building_structure__3c3a323332321a00__000.png
tile_1123.png,building_structure,3d39390303030303,building_structure/building_structure__3d39390303030303__000.png
